date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
2020-12-26,AL,52,52,95,1538,9952,2604,2145,13,2324,100,1357,10591,1912,2136,310,16347,18730,,7,29,10,5,,4,,2,20,2,2,,51,30
2020-12-27,AL,52,53,95,1540,9970,2609,2150,13,2327,100,1357,10610,1914,2138,311,16377,18757,,2,18,5,5,,3,,,19,2,2,1,30,27
2020-12-28,AL,52,53,95,1544,10001,2613,2152,13,2333,100,1358,10626,1915,2141,314,16418,18787,,4,31,4,2,,6,,1,16,1,3,3,41,30
2020-12-29,AL,1,53,95,1545,10041,2618,2155,13,2336,100,1362,10639,1917,2145,315,16467,18814,,1,40,5,3,,3,,4,13,2,4,1,49,27
2020-12-30,AL,1,53,95,1550,10072,2621,2160,13,2340,100,1362,10643,1917,2146,315,16511,18823,,5,31,3,5,,4,,,4,,1,,44,9
2020-12-31,AL,1,53,95,1556,10094,2622,2164,13,2340,100,1362,10643,1917,2146,315,16544,18823,,6,22,1,4,,,,,,,,,33,0
2020-01-01,AM,1,1,0,0,25,3,5,0,0,0,3,24,6,5,0,33,38,,,25,3,5,,,,3,24,6,5,,33,38
2020-01-02,AM,1,1,2,4,44,7,12,0,0,0,3,42,13,6,0,69,64,2,4,19,4,7,,,,,18,7,1,,36,26
2020-01-03,AM,1,1,2,6,74,13,17,0,0,0,6,62,17,11,0,112,96,,2,30,6,5,,,,3,20,4,5,,43,32
2020-01-04,AM,1,1,3,8,98,16,23,0,0,1,7,91,24,20,0,148,143,1,2,24,3,6,,,1,1,29,7,9,,36,47
2020-01-05,AM,1,2,3,8,118,20,27,0,0,2,8,112,31,30,0,176,183,,,20,4,4,,,1,1,21,7,10,,28,40
2020-01-06,AM,2,2,3,14,135,24,32,0,0,2,9,134,36,40,1,208,222,,6,17,4,5,,,,1,22,5,10,1,32,39
2020-01-07,AM,2,2,3,15,162,28,35,0,0,4,10,158,43,45,1,243,261,,1,27,4,3,,,2,1,24,7,5,,35,39
2020-01-08,AM,2,2,3,16,183,32,39,0,0,6,12,174,46,51,1,273,290,,1,21,4,4,,,2,2,16,3,6,,30,29
2020-01-09,AM,2,2,3,18,206,38,45,0,0,6,15,199,53,57,1,310,331,,2,23,6,6,,,,3,25,7,6,,37,41
2020-01-10,AM,2,2,4,21,228,44,55,0,0,6,19,222,60,62,1,352,370,1,3,22,6,10,,,,4,23,7,5,,42,39
2020-01-11,AM,2,2,5,24,249,48,58,0,0,8,24,243,67,65,1,384,408,1,3,21,4,3,,,2,5,21,7,3,,32,38
2020-01-12,AM,2,3,5,25,278,57,63,0,0,8,26,265,72,71,1,428,443,,1,29,9,5,,,,2,22,5,6,,44,35
2020-01-13,AM,3,3,5,26,302,62,68,1,0,8,30,291,76,80,1,464,486,,1,24,5,5,1,,,4,26,4,9,,36,43
2020-01-14,AM,3,3,5,29,321,64,76,1,0,8,33,319,81,83,2,496,526,,3,19,2,8,,,,3,28,5,3,1,32,40
2020-01-15,AM,3,3,6,29,339,70,81,1,0,8,34,334,87,91,2,526,556,1,,18,6,5,,,,1,15,6,8,,30,30
2020-01-16,AM,3,3,6,30,359,74,83,1,0,11,38,352,93,98,2,553,594,,1,20,4,2,,,3,4,18,6,7,,27,38
2020-01-17,AM,3,3,6,32,376,76,87,1,0,11,40,377,94,103,2,578,627,,2,17,2,4,,,,2,25,1,5,,25,33
2020-01-18,AM,3,3,6,33,399,83,95,1,0,11,42,393,97,111,2,617,656,,1,23,7,8,,,,2,16,3,8,,39,29
2020-01-19,AM,3,4,6,37,420,88,101,1,0,12,46,413,110,116,2,653,699,,4,21,5,6,,,1,4,20,13,5,,36,43
2020-01-20,AM,4,4,6,38,430,92,104,1,0,12,46,431,118,121,2,671,730,,1,10,4,3,,,,,18,8,5,,18,31
2020-01-21,AM,4,4,6,39,452,94,108,1,0,12,47,448,124,122,2,700,755,,1,22,2,4,,,,1,17,6,1,,29,25
2020-01-22,AM,4,4,6,40,479,101,114,1,0,12,47,474,129,132,2,741,796,,1,27,7,6,,,,,26,5,10,,41,41
2020-01-23,AM,4,4,6,40,514,102,120,1,0,12,51,494,136,138,3,783,834,,,35,1,6,,,,4,20,7,6,1,42,38
2020-01-24,AM,4,4,6,41,544,108,128,1,0,12,56,521,139,142,4,828,874,,1,30,6,8,,,,5,27,3,4,1,45,40
2020-01-25,AM,4,4,6,41,565,108,134,1,0,12,59,549,147,152,4,855,923,,,21,,6,,,,3,28,8,10,,27,49
2020-01-26,AM,4,5,6,42,586,116,142,1,0,12,62,569,151,164,4,893,962,,1,21,8,8,,,,3,20,4,12,,38,39
2020-01-27,AM,5,5,6,45,608,121,148,1,0,12,65,592,161,169,4,929,1003,,3,22,5,6,,,,3,23,10,5,,36,41
2020-01-28,AM,5,5,7,46,628,125,152,1,0,12,70,608,167,172,4,959,1033,1,1,20,4,4,,,,5,16,6,3,,30,30
2020-01-29,AM,5,5,7,49,653,133,154,1,0,12,71,633,172,177,4,997,1069,,3,25,8,2,,,,1,25,5,5,,38,36
2020-01-30,AM,5,5,7,51,668,139,159,1,0,12,74,653,178,182,4,1025,1103,,2,15,6,5,,,,3,20,6,5,,28,34
2020-01-31,AM,5,5,8,56,681,143,161,1,0,12,74,677,186,187,4,1050,1140,1,5,13,4,2,,,,,24,8,5,,25,37
2020-02-01,AM,5,5,8,59,717,147,164,1,0,13,78,693,191,196,4,1096,1175,,3,36,4,3,,,1,4,16,5,9,,46,35
2020-02-02,AM,5,6,8,59,743,151,167,1,0,14,80,718,196,202,4,1129,1214,,,26,4,3,,,1,2,25,5,6,,33,39
2020-02-03,AM,6,6,8,59,773,155,169,2,0,14,83,738,206,209,4,1166,1254,,,30,4,2,1,,,3,20,10,7,,37,40
2020-02-04,AM,6,6,10,59,798,159,176,2,0,14,85,757,216,219,4,1204,1295,2,,25,4,7,,,,2,19,10,10,,38,41
2020-02-05,AM,6,6,10,60,818,164,176,2,0,14,87,775,220,226,4,1230,1326,,1,20,5,,,,,2,18,4,7,,26,31
2020-02-06,AM,6,6,10,61,837,167,185,3,0,14,91,799,226,237,4,1263,1371,,1,19,3,9,1,,,4,24,6,11,,33,45
2020-02-07,AM,6,6,11,61,862,174,189,3,0,14,92,820,232,239,4,1300,1401,1,,25,7,4,,,,1,21,6,2,,37,30
2020-02-08,AM,6,6,12,62,878,183,192,3,0,14,94,843,236,246,4,1330,1437,1,1,16,9,3,,,,2,23,4,7,,30,36
2020-02-09,AM,6,7,13,66,908,185,195,3,0,16,96,865,241,254,4,1370,1476,1,4,30,2,3,,,2,2,22,5,8,,40,39
2020-02-10,AM,7,7,14,66,934,193,199,3,0,16,97,886,245,261,4,1409,1509,1,,26,8,4,,,,1,21,4,7,,39,33
2020-02-11,AM,7,7,14,67,960,199,206,5,0,16,100,914,250,270,4,1451,1554,,1,26,6,7,2,,,3,28,5,9,,42,45
2020-02-12,AM,7,7,16,74,982,207,210,5,0,16,103,928,257,275,4,1494,1583,2,7,22,8,4,,,,3,14,7,5,,43,29
2020-02-13,AM,7,7,17,74,992,214,218,5,0,16,105,956,263,286,4,1520,1630,1,,10,7,8,,,,2,28,6,11,,26,47
2020-02-14,AM,7,7,17,77,1011,222,221,5,0,17,110,982,270,292,4,1553,1675,,3,19,8,3,,,1,5,26,7,6,,33,45
2020-02-15,AM,7,7,17,77,1034,228,227,5,0,18,111,1005,277,297,5,1588,1713,,,23,6,6,,,1,1,23,7,5,1,35,38
2020-02-16,AM,7,8,17,77,1066,231,232,5,0,18,111,1038,280,301,5,1628,1753,,,32,3,5,,,,,33,3,4,,40,40
2020-02-17,AM,8,8,17,80,1085,238,235,5,0,18,118,1061,285,304,5,1660,1791,,3,19,7,3,,,,7,23,5,3,,32,38
2020-02-18,AM,8,8,19,80,1120,251,241,5,0,18,119,1080,290,309,5,1716,1821,2,,35,13,6,,,,1,19,5,5,,56,30
2020-02-19,AM,8,8,19,81,1146,259,247,5,0,19,123,1095,297,313,5,1757,1852,,1,26,8,6,,,1,4,15,7,4,,41,31
2020-02-20,AM,8,8,20,83,1168,267,248,6,0,19,123,1114,308,324,5,1792,1893,1,2,22,8,1,1,,,,19,11,11,,35,41
2020-02-21,AM,8,8,20,85,1192,273,256,6,0,19,123,1132,312,327,5,1832,1918,,2,24,6,8,,,,,18,4,3,,40,25
2020-02-22,AM,8,8,21,88,1221,282,262,7,0,19,125,1149,318,331,5,1881,1947,1,3,29,9,6,1,,,2,17,6,4,,49,29
2020-02-23,AM,8,9,21,95,1244,288,270,7,0,20,128,1169,322,338,5,1925,1982,,7,23,6,8,,,1,3,20,4,7,,44,35
2020-02-24,AM,9,9,22,98,1269,295,276,7,0,20,128,1196,332,342,5,1967,2023,1,3,25,7,6,,,,,27,10,4,,42,41
2020-02-25,AM,9,9,22,99,1292,309,283,7,0,20,130,1211,337,351,5,2012,2054,,1,23,14,7,,,,2,15,5,9,,45,31
2020-02-26,AM,9,9,22,99,1311,314,287,9,0,21,131,1234,342,357,5,2042,2090,,,19,5,4,2,,1,1,23,5,6,,30,36
2020-02-27,AM,9,9,22,103,1329,321,291,9,0,22,135,1256,347,361,5,2075,2126,,4,18,7,4,,,1,4,22,5,4,,33,36
2020-02-28,AM,9,9,22,106,1360,324,297,9,0,22,136,1271,352,371,5,2118,2157,,3,31,3,6,,,,1,15,5,10,,43,31
2020-02-29,AM,9,9,22,106,1360,324,297,9,0,22,138,1289,357,377,6,2118,2189,,,,,,,,,2,18,5,6,1,0,32
2020-03-01,AM,9,10,22,109,1390,329,304,9,0,22,139,1307,363,381,6,2163,2218,,3,30,5,7,,,,1,18,6,4,,45,29
2020-03-02,AM,9,10,23,112,1410,334,312,9,0,22,139,1327,368,388,6,2200,2250,1,3,20,5,8,,,,,20,5,7,,37,32
2020-03-03,AM,10,10,23,114,1441,340,318,10,0,22,140,1347,377,395,6,2246,2287,,2,31,6,6,1,,,1,20,9,7,,46,37
2020-03-04,AM,10,10,24,116,1469,345,322,11,0,23,140,1368,384,404,7,2287,2326,1,2,28,5,4,1,,1,,21,7,9,1,41,39
2020-03-05,AM,10,10,24,120,1508,350,329,11,0,23,142,1391,392,408,7,2342,2363,,4,39,5,7,,,,2,23,8,4,,55,37
2020-03-06,AM,10,10,25,123,1529,363,337,12,0,23,142,1421,397,414,7,2389,2404,1,3,21,13,8,1,,,,30,5,6,,47,41
2020-03-07,AM,10,10,25,126,1558,369,344,12,0,24,146,1440,398,418,7,2434,2433,,3,29,6,7,,,1,4,19,1,4,,45,29
2020-03-08,AM,10,11,25,130,1585,379,347,12,0,26,148,1464,403,427,8,2478,2476,,4,27,10,3,,,2,2,24,5,9,1,44,43
2020-03-09,AM,10,11,26,134,1600,386,353,13,0,26,150,1488,407,434,8,2512,2513,1,4,15,7,6,1,,,2,24,4,7,,34,37
2020-03-10,AM,11,11,26,135,1619,394,360,13,0,26,151,1510,414,435,8,2547,2544,,1,19,8,7,,,,1,22,7,1,,35,31
2020-03-11,AM,11,11,26,135,1645,401,367,13,0,26,153,1539,417,441,9,2587,2585,,,26,7,7,,,,2,29,3,6,1,40,41
2020-03-12,AM,11,11,27,136,1666,406,371,13,0,26,155,1570,422,451,9,2619,2633,1,1,21,5,4,,,,2,31,5,10,,32,48
2020-03-13,AM,11,11,27,137,1686,416,381,15,0,26,156,1587,430,453,9,2662,2661,,1,20,10,10,2,,,1,17,8,2,,43,28
2020-03-14,AM,11,11,27,140,1711,427,388,15,0,26,156,1613,435,461,9,2708,2700,,3,25,11,7,,,,,26,5,8,,46,39
2020-03-15,AM,11,12,27,141,1725,433,389,15,0,27,156,1634,445,465,9,2730,2736,,1,14,6,1,,,1,,21,10,4,,22,36
2020-03-16,AM,11,12,27,141,1755,440,395,15,0,27,157,1658,451,466,9,2773,2768,,,30,7,6,,,,1,24,6,1,,43,32
2020-03-17,AM,12,12,28,143,1771,446,400,15,0,28,162,1675,454,472,9,2803,2800,1,2,16,6,5,,,1,5,17,3,6,,30,32
2020-03-18,AM,12,12,29,146,1796,450,403,16,0,28,163,1693,459,477,9,2840,2829,1,3,25,4,3,1,,,1,18,5,5,,37,29
2020-03-19,AM,12,12,29,147,1823,460,406,17,0,28,166,1719,468,485,9,2882,2875,,1,27,10,3,1,,,3,26,9,8,,42,46
2020-03-20,AM,12,12,29,149,1852,464,409,17,0,28,168,1745,472,489,9,2920,2911,,2,29,4,3,,,,2,26,4,4,,38,36
2020-03-21,AM,12,12,29,151,1871,471,411,18,0,28,171,1777,479,493,9,2951,2957,,2,19,7,2,1,,,3,32,7,4,,31,46
2020-03-22,AM,12,13,29,151,1892,480,418,18,0,29,173,1804,482,498,9,2988,2995,,,21,9,7,,,1,2,27,3,5,,37,38
2020-03-23,AM,12,13,30,155,1913,490,427,18,0,29,174,1816,489,502,9,3033,3019,1,4,21,10,9,,,,1,12,7,4,,45,24
2020-03-24,AM,13,13,30,156,1939,498,434,18,1,29,179,1837,492,509,9,3075,3056,,1,26,8,7,,1,,5,21,3,7,,42,37
2020-03-25,AM,13,13,30,159,1950,503,439,18,1,29,180,1865,497,512,9,3099,3093,,3,11,5,5,,,,1,28,5,3,,24,37
2020-03-26,AM,13,13,30,160,1971,508,442,18,1,29,181,1888,503,517,9,3129,3128,,1,21,5,3,,,,1,23,6,5,,30,35
2020-03-27,AM,13,13,30,164,1989,512,448,18,1,30,182,1910,507,526,10,3161,3166,,4,18,4,6,,,1,1,22,4,9,1,32,38
2020-03-28,AM,13,13,30,165,2012,515,452,18,1,30,185,1935,514,532,10,3192,3207,,1,23,3,4,,,,3,25,7,6,,31,41
2020-03-29,AM,13,14,31,167,2035,517,456,18,1,31,186,1960,518,539,11,3224,3246,1,2,23,2,4,,,1,1,25,4,7,1,32,39
2020-03-30,AM,13,14,31,168,2058,522,463,18,2,31,188,1976,529,549,11,3260,3286,,1,23,5,7,,1,,2,16,11,10,,36,40
2020-03-31,AM,14,14,33,170,2084,529,468,18,2,32,189,2002,537,556,11,3302,3329,2,2,26,7,5,,,1,1,26,8,7,,42,43
2020-04-01,AM,14,14,34,173,2101,533,478,18,3,32,191,2025,545,562,14,3337,3372,1,3,17,4,10,,1,,2,23,8,6,3,35,43
2020-04-02,AM,14,14,34,175,2122,541,482,18,4,32,194,2056,552,569,15,3372,3422,,2,21,8,4,,1,,3,31,7,7,1,35,50
2020-04-03,AM,14,14,34,178,2138,550,484,18,8,32,198,2078,561,571,17,3402,3465,,3,16,9,2,,4,,4,22,9,2,2,30,43
2020-04-04,AM,14,14,36,178,2168,556,488,18,10,32,201,2096,570,574,19,3444,3502,2,,30,6,4,,2,,3,18,9,3,2,42,37
2020-04-05,AM,14,15,36,180,2187,564,493,18,10,32,203,2121,585,578,22,3478,3551,,2,19,8,5,,,,2,25,15,4,3,34,49
2020-04-06,AM,14,15,36,180,2221,567,498,18,14,32,207,2151,591,582,28,3520,3605,,,34,3,5,,4,,4,30,6,4,6,42,54
2020-04-07,AM,15,15,36,181,2245,572,500,18,23,32,211,2193,601,588,35,3552,3683,,1,24,5,2,,9,,4,42,10,6,7,32,78
2020-04-08,AM,15,15,37,182,2266,579,506,18,27,32,213,2219,607,592,40,3588,3730,1,1,21,7,6,,4,,2,26,6,4,5,36,47
2020-04-09,AM,15,15,38,183,2287,587,514,18,36,32,213,2242,623,595,49,3627,3790,1,1,21,8,8,,9,,,23,16,3,9,39,60
2020-04-10,AM,15,15,38,185,2313,592,518,18,43,32,218,2268,635,598,51,3664,3845,,2,26,5,4,,7,,5,26,12,3,2,37,55
2020-04-11,AM,15,15,39,188,2332,603,526,18,59,32,222,2302,648,605,61,3706,3929,1,3,19,11,8,,16,,4,34,13,7,10,42,84
2020-04-12,AM,15,16,39,191,2351,607,532,19,64,32,225,2344,663,611,64,3739,4003,,3,19,4,6,1,5,,3,42,15,6,3,33,74
2020-04-13,AM,15,16,40,194,2370,616,537,19,73,32,229,2386,675,613,73,3776,4081,1,3,19,9,5,,9,,4,42,12,2,9,37,78
2020-04-14,AM,16,16,40,197,2385,625,544,19,90,33,232,2434,700,618,84,3810,4191,,3,15,9,7,,17,1,3,48,25,5,11,34,110
2020-04-15,AM,16,16,40,198,2412,631,548,21,104,34,240,2480,719,625,94,3850,4296,,1,27,6,4,2,14,1,8,46,19,7,10,40,105
2020-04-16,AM,16,16,40,200,2437,638,553,21,116,35,248,2526,743,635,104,3889,4407,,2,25,7,5,,12,1,8,46,24,10,10,39,111
2020-04-17,AM,16,16,40,202,2453,647,560,21,132,38,252,2580,768,638,123,3923,4531,,2,16,9,7,,16,3,4,54,25,3,19,34,124
2020-04-18,AM,16,16,40,204,2476,653,563,21,155,44,258,2639,787,641,142,3957,4666,,2,23,6,3,,23,6,6,59,19,3,19,34,135
2020-04-19,AM,16,17,40,206,2493,657,572,21,169,50,273,2715,818,643,154,3989,4822,,2,17,4,9,,14,6,15,76,31,2,12,32,156
2020-04-20,AM,16,17,41,209,2517,660,578,21,191,54,276,2786,844,649,169,4026,4969,1,3,24,3,6,,22,4,3,71,26,6,15,37,147
2020-04-21,AM,17,17,41,210,2541,667,583,21,211,55,286,2849,875,653,185,4063,5114,,1,24,7,5,,20,1,10,63,31,4,16,37,145
2020-04-22,AM,17,17,41,213,2560,671,587,21,236,58,294,2913,905,656,199,4093,5261,,3,19,4,4,,25,3,8,64,30,3,14,30,147
2020-04-23,AM,17,17,43,217,2571,683,595,21,269,61,306,2979,945,660,215,4130,5435,2,4,11,12,8,,33,3,12,66,40,4,16,37,174
2020-04-24,AM,17,17,45,218,2598,686,599,21,295,66,327,3033,967,665,233,4167,5586,2,1,27,3,4,,26,5,21,54,22,5,18,37,151
2020-04-25,AM,17,17,45,220,2626,691,606,21,325,69,341,3090,993,668,254,4209,5740,,2,28,5,7,,30,3,14,57,26,3,21,42,154
2020-04-26,AM,17,18,46,223,2655,698,613,21,358,72,358,3151,1016,676,270,4256,5901,1,3,29,7,7,,33,3,17,61,23,8,16,47,161
2020-04-27,AM,17,18,46,224,2672,702,617,21,398,73,367,3208,1039,678,294,4282,6057,,1,17,4,4,,40,1,9,57,23,2,24,26,156
2020-04-28,AM,18,18,46,226,2696,712,624,21,443,74,376,3260,1065,686,312,4325,6216,,2,24,10,7,,45,1,9,52,26,8,18,43,159
2020-04-29,AM,18,18,46,227,2719,723,630,21,476,74,383,3332,1086,694,331,4366,6376,,1,23,11,6,,33,,7,72,21,8,19,41,160
2020-04-30,AM,18,18,46,229,2744,729,636,21,505,75,393,3383,1114,702,348,4405,6520,,2,25,6,6,,29,1,10,51,28,8,17,39,144
2020-05-01,AM,18,18,46,229,2764,737,637,21,544,75,400,3433,1127,707,367,4434,6653,,,20,8,1,,39,,7,50,13,5,19,29,133
2020-05-02,AM,18,18,47,232,2772,744,643,21,580,75,410,3480,1148,714,386,4459,6793,1,3,8,7,6,,36,,10,47,21,7,19,25,140
2020-05-03,AM,18,19,48,233,2785,748,646,22,615,78,415,3532,1172,716,405,4482,6933,1,1,13,4,3,1,35,3,5,52,24,2,19,23,140
2020-05-04,AM,18,19,49,236,2797,754,650,22,655,78,420,3568,1189,721,422,4508,7053,1,3,12,6,4,,40,,5,36,17,5,17,26,120
2020-05-05,AM,19,19,49,238,2830,760,657,22,690,78,425,3605,1202,730,438,4556,7168,,2,33,6,7,,35,,5,37,13,9,16,48,115
2020-05-06,AM,19,19,49,238,2863,766,664,22,724,78,431,3657,1222,736,444,4602,7292,,,33,6,7,,34,,6,52,20,6,6,46,124
2020-05-07,AM,19,19,49,240,2885,774,672,24,755,80,437,3696,1245,739,455,4644,7407,,2,22,8,8,2,31,2,6,39,23,3,11,42,115
2020-05-08,AM,19,19,51,242,2908,783,673,24,783,81,444,3729,1256,745,468,4681,7506,2,2,23,9,1,,28,1,7,33,11,6,13,37,99
2020-05-09,AM,19,19,51,244,2937,789,682,24,809,81,446,3776,1265,746,480,4727,7603,,2,29,6,9,,26,,2,47,9,1,12,46,97
2020-05-10,AM,19,20,51,246,2960,791,683,24,843,81,449,3810,1276,751,489,4755,7699,,2,23,2,1,,34,,3,34,11,5,9,28,96
2020-05-11,AM,19,20,51,248,2983,800,687,24,879,81,452,3840,1288,753,507,4793,7800,,2,23,9,4,,36,,3,30,12,2,18,38,101
2020-05-12,AM,20,20,53,249,3000,804,694,24,918,83,454,3875,1298,756,515,4824,7899,2,1,17,4,7,,39,2,2,35,10,3,8,31,99
2020-05-13,AM,20,20,53,252,3016,809,698,24,946,85,456,3906,1307,762,526,4852,7988,,3,16,5,4,,28,2,2,31,9,6,11,28,89
2020-05-14,AM,20,20,54,255,3034,815,699,24,981,86,458,3928,1313,767,531,4881,8064,1,3,18,6,1,,35,1,2,22,6,5,5,29,76
2020-05-15,AM,20,20,54,256,3060,821,705,24,1008,91,459,3948,1319,772,538,4920,8135,,1,26,6,6,,27,5,1,20,6,5,7,39,71
2020-05-16,AM,20,20,54,256,3082,826,709,24,1036,91,462,3981,1330,777,541,4951,8218,,,22,5,4,,28,,3,33,11,5,3,31,83
2020-05-17,AM,20,21,56,257,3104,834,710,24,1062,91,466,4011,1337,779,546,4985,8292,2,1,22,8,1,,26,,4,30,7,2,5,34,74
2020-05-18,AM,20,21,56,263,3125,844,718,24,1091,91,466,4033,1346,782,550,5030,8359,,6,21,10,8,,29,,,22,9,3,4,45,67
2020-05-19,AM,21,21,56,265,3143,848,719,24,1124,91,470,4058,1356,786,557,5055,8442,,2,18,4,1,,33,,4,25,10,4,7,25,83
2020-05-20,AM,21,21,56,266,3167,857,723,24,1153,91,475,4079,1359,790,561,5093,8508,,1,24,9,4,,29,,5,21,3,4,4,38,66
2020-05-21,AM,21,21,57,267,3194,860,728,24,1175,94,479,4115,1365,794,566,5130,8588,1,1,27,3,5,,22,3,4,36,6,4,5,37,80
2020-05-22,AM,21,21,58,268,3211,865,732,24,1204,94,483,4132,1370,800,570,5158,8653,1,1,17,5,4,,29,,4,17,5,6,4,28,65
2020-05-23,AM,21,21,59,271,3234,868,736,25,1224,94,486,4151,1373,805,574,5193,8707,1,3,23,3,4,1,20,,3,19,3,5,4,35,54
2020-05-24,AM,21,22,60,271,3260,871,740,25,1246,95,487,4175,1376,807,576,5227,8762,1,,26,3,4,,22,1,1,24,3,2,2,34,55
2020-05-25,AM,21,22,60,271,3272,876,744,25,1270,96,489,4195,1385,809,581,5248,8825,,,12,5,4,,24,1,2,20,9,2,5,21,63
2020-05-26,AM,22,22,62,273,3305,885,750,25,1295,96,492,4210,1393,815,584,5300,8885,2,2,33,9,6,,25,,3,15,8,6,3,52,60
2020-05-27,AM,22,22,62,277,3337,889,755,25,1320,96,494,4235,1399,819,584,5345,8947,,4,32,4,5,,25,,2,25,6,4,,45,62
2020-05-28,AM,22,22,62,278,3367,895,757,25,1346,96,496,4256,1405,826,587,5384,9012,,1,30,6,2,,26,,2,21,6,7,3,39,65
2020-05-29,AM,22,22,64,281,3384,898,762,26,1365,96,498,4275,1409,830,589,5415,9062,2,3,17,3,5,1,19,,2,19,4,4,2,31,50
2020-05-30,AM,22,22,64,283,3404,904,772,26,1387,96,506,4297,1417,834,593,5453,9130,,2,20,6,10,,22,,8,22,8,4,4,38,68
2020-05-31,AM,22,23,64,287,3425,906,782,26,1406,99,509,4317,1423,836,594,5490,9184,,4,21,2,10,,19,3,3,20,6,2,1,37,54
2020-06-01,AM,22,23,65,287,3453,912,785,26,1428,100,509,4330,1429,838,595,5528,9229,1,,28,6,3,,22,1,,13,6,2,1,38,45
2020-06-02,AM,23,23,66,288,3474,915,788,26,1443,100,510,4348,1433,839,595,5557,9268,1,1,21,3,3,,15,,1,18,4,1,,29,39
2020-06-03,AM,23,23,67,290,3503,924,796,26,1457,100,512,4369,1439,843,599,5606,9319,1,2,29,9,8,,14,,2,21,6,4,4,49,51
2020-06-04,AM,23,23,67,294,3522,926,796,26,1486,100,515,4391,1442,848,602,5631,9384,,4,19,2,,,29,,3,22,3,5,3,25,65
2020-06-05,AM,23,23,67,298,3539,931,802,26,1502,101,518,4412,1446,854,604,5663,9437,,4,17,5,6,,16,1,3,21,4,6,2,32,53
2020-06-06,AM,23,23,67,300,3563,941,808,26,1511,101,522,4424,1448,856,605,5705,9467,,2,24,10,6,,9,,4,12,2,2,1,42,30
2020-06-07,AM,23,24,68,301,3584,944,811,27,1524,101,522,4445,1454,858,606,5735,9510,1,1,21,3,3,1,13,,,21,6,2,1,30,43
2020-06-08,AM,23,24,68,304,3614,952,815,27,1535,101,524,4471,1459,863,606,5780,9559,,3,30,8,4,,11,,2,26,5,5,,45,49
2020-06-09,AM,24,24,68,304,3634,954,819,27,1549,101,528,4498,1465,866,607,5806,9614,,,20,2,4,,14,,4,27,6,3,1,26,55
2020-06-10,AM,24,24,69,307,3665,957,825,27,1555,101,529,4524,1471,870,610,5850,9660,1,3,31,3,6,,6,,1,26,6,4,3,44,46
2020-06-11,AM,24,24,69,310,3681,959,832,27,1566,101,530,4549,1473,871,612,5878,9702,,3,16,2,7,,11,,1,25,2,1,2,28,42
2020-06-12,AM,24,24,70,312,3706,965,837,27,1577,101,531,4572,1477,879,614,5917,9751,1,2,25,6,5,,11,,1,23,4,8,2,39,49
2020-06-13,AM,24,24,70,314,3733,970,844,27,1585,101,533,4587,1480,882,614,5958,9782,,2,27,5,7,,8,,2,15,3,3,,41,31
2020-06-14,AM,24,25,71,316,3759,975,851,27,1592,101,536,4605,1485,887,615,5999,9821,1,2,26,5,7,,7,,3,18,5,5,1,41,39
2020-06-15,AM,24,25,71,319,3774,979,855,27,1608,101,537,4627,1486,892,616,6025,9867,,3,15,4,4,,16,,1,22,1,5,1,26,46
2020-06-16,AM,25,25,72,320,3802,984,858,27,1621,102,538,4645,1488,895,617,6063,9906,1,1,28,5,3,,13,1,1,18,2,3,1,38,39
2020-06-17,AM,25,25,72,320,3830,990,866,27,1626,102,540,4664,1494,899,618,6105,9943,,,28,6,8,,5,,2,19,6,4,1,42,37
2020-06-18,AM,25,25,72,320,3858,993,872,27,1633,102,540,4689,1497,905,619,6142,9985,,,28,3,6,,7,,,25,3,6,1,37,42
2020-06-19,AM,25,25,72,322,3886,1005,877,27,1642,102,546,4711,1499,908,619,6189,10027,,2,28,12,5,,9,,6,22,2,3,,47,42
2020-06-20,AM,25,25,72,322,3908,1007,879,27,1647,102,548,4732,1502,913,619,6215,10063,,,22,2,2,,5,,2,21,3,5,,26,36
2020-06-21,AM,25,26,72,323,3931,1011,886,28,1656,102,549,4746,1507,918,621,6251,10099,,1,23,4,7,1,9,,1,14,5,5,2,36,36
2020-06-22,AM,25,26,72,324,3957,1018,890,28,1666,102,551,4764,1513,923,624,6289,10143,,1,26,7,4,,10,,2,18,6,5,3,38,44
2020-06-23,AM,26,26,72,327,3978,1025,897,28,1674,102,552,4792,1518,928,624,6327,10190,,3,21,7,7,,8,,1,28,5,5,,38,47
2020-06-24,AM,26,26,72,330,4017,1031,903,28,1686,102,554,4808,1525,931,624,6381,10230,,3,39,6,6,,12,,2,16,7,3,,54,40
